"","WorkerId","Random.ID","Start.Date","End.Date","Progress","Duration..in.seconds.","Finished","Recorded.Date","Response.ID","User.Language","Q_RecaptchaScore","Click.to.write.the.question.text...Date","X...I.believe.I.have.encountered.this.animal.species.in.the.real.world.","Which.social.media.do.you.have.use..select.all.that.apply..","X...I.am.knowledgeable.about.wildlife.and.or.habitat.conservation.","X...This.animal.is.an.endangered.species.","X...After.seeing.this.post..I.am.more.likely.to.support.wildlife.conservation.and.or.research.","X...This.animal.would.make.a.good.pet.","X...I.believe.I.have.encountered.this.animal.species.online.","X...I.would.seek.out.an.experience.to.personally.interact.with.this.animal.","X...This.post.depicts.wildlife.research.","X...I.would.like.to.have.this.animal.as.a.pet.","X...I.think.wildlife.conservation.is.important.","X...I.actively.support.or.participate.in.wildlife.and.or.habitat.conservation.","X...After.seeing.this.post..I.would.like.to.see.more.images.like.this.","To.see.the.post.again..use.your.mouse.to.click.on.the..Back..button.....What.one.word.comes.to.mind.when.you.see.this.post.","What.is.your.age.","Please.specify.your.ethnicity.","To.which.gender.identity.do.you.most.identify.","What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..what.is.your.highest.degree.received.","Treatment.shown","image","qresearch","qinteract","qgoodpet","qhavepet"
"1269","A2RDRBB3EHQQN8",73788,2022-08-19 18:19:54,2022-08-19 18:27:36,100,462,"1",2022-08-19 18:27:37,"R_245Wdtibwdnag1g","EN",0.800000011920929,"44792",4,"1,2,3,5",4,2,4,3,4,5,4,4,5,4,4,"innocent",23,1,1,4,"Image4","Image4",4,5,3,4
"1270","A37FXINIMIVDKU",42203,2022-08-19 18:20:11,2022-08-19 18:24:58,100,286,"1",2022-08-19 18:24:58,"R_20MMCwq7IyMBggA","EN",0.899999976158142,"44792",1,"1,2,3",4,4,5,1,2,4,4,2,5,4,4,"Save",34,4,2,4,"Image1","Image1",4,4,1,2
"1271","A3J09GEGBB2B8V",73011,2022-08-19 18:20:20,2022-08-19 18:24:54,100,274,"1",2022-08-19 18:24:54,"R_1Q9olUW9lXRSRSy","EN",1,"44792",4,"1,2,3,5",4,4,4,1,4,3,5,3,5,4,5,"Majestic",44,1,2,2,"Image2","Image2",5,3,1,3
"1272","A1JT6ZF5PMQBM1",29773,2022-08-19 18:20:58,2022-08-19 18:23:37,100,158,"1",2022-08-19 18:23:37,"R_0OluNrF4wqEf077","EN",1,"44792",4,"1,2",4,4,4,2,4,4,4,4,4,2,4,"happy",47,1,1,4,"Image4","Image4",4,4,2,4
"1273","A2DX27FIUVZYB5",80913,2022-08-19 18:21:02,2022-08-19 18:30:46,100,583,"1",2022-08-19 18:30:46,"R_1jfHEacsNPLrCEB","EN",1,"44792",4,"1,2,4",4,4,4,4,4,4,4,4,4,4,4,"Cuteness",42,1,2,4,"Image2","Image2",4,4,4,4
"1274","A1X7FVM9URL2CR",13075,2022-08-19 18:21:41,2022-08-19 18:32:30,100,648,"1",2022-08-19 18:32:30,"R_3PbCvrRSZQpQSnp","EN",0.899999976158142,"44792",1,"1,2,3",3,4,5,1,4,2,3,2,5,5,5,"free",62,1,2,2,"Image2","Image2",3,2,1,2
"1275","ALPE04K0ED0RZ",56273,2022-08-19 18:22:05,2022-08-19 18:30:00,100,475,"1",2022-08-19 18:30:00,"R_3svO3mLVOAlTIZg","EN",0.899999976158142,"44792",5,"2",4,4,3,4,4,5,5,5,5,5,5,"good",25,1,2,4,"Image4","Image4",5,5,4,5
"1276","A260WXX7ZUA8WD",60507,2022-08-19 18:22:10,2022-08-19 18:27:28,100,318,"1",2022-08-19 18:27:29,"R_333EVlSrL22hOYh","EN",1,"44792",1,"1,2,3",2,4,3,1,1,2,3,1,5,4,2,"Scared",54,1,2,4,"Image3","Image3",3,2,1,1
"1277","A323B05A3FCULW",59159,2022-08-19 18:22:17,2022-08-19 18:25:12,100,174,"1",2022-08-19 18:25:12,"R_3lKTDMyAE0mIyg5","EN",1,"44792",5,"1,2,3",4,4,4,4,4,4,2,3,4,4,4,"good",60,1,1,2,"Image3","Image3",2,4,4,3
"1278","A2MX5YW3DSQ61W",79176,2022-08-19 18:22:17,2022-08-19 18:27:24,100,306,"1",2022-08-19 18:27:24,"R_3g7ncTOSJzELgWo","EN",1,"44792",2,"2,3,5",2,3,4,5,5,4,5,5,4,3,5,"Nature",45,1,2,3,"Image4","Image4",5,4,5,5
"1279","ARQEDW35NFC34",53883,2022-08-19 18:22:51,2022-08-19 18:42:59,100,1207,"1",2022-08-19 18:42:59,"R_3nqL1PF4lLlWEnp","EN",0.899999976158142,"44792",5,"1,2,3",4,5,4,4,5,4,5,5,4,5,5,"Rescued monkeys",30,1,2,4,"Image3","Image3",5,4,4,5
"1280","A1TCY2MOSS9OHB",10028,2022-08-19 18:23:05,2022-08-19 18:32:35,100,569,"1",2022-08-19 18:32:35,"R_3qg36S5AYM39771","EN",1,"44792",1,"1,3",4,3,2,2,4,2,4,3,5,4,2,"experimentation",56,1,2,5,"Image4","Image4",4,2,2,3
"1281","A88XXJIRZFMYD",44659,2022-08-19 18:23:08,2022-08-19 18:26:38,100,210,"1",2022-08-19 18:26:39,"R_cYiKHsaLrSQn69P","EN",0.899999976158142,"44792",3,"1,2",2,3,2,2,4,2,4,2,4,3,2,"Spooky",38,1,1,4,"Image1","Image1",4,2,2,2
"1282","A3QK9AH6XIMQU6",67879,2022-08-19 18:23:23,2022-08-19 18:28:01,100,277,"1",2022-08-19 18:28:01,"R_1mdRC8Pka2OXuPj","EN",1,"44792",4,"1,2",5,4,4,5,5,4,5,5,4,4,5,"love",62,1,1,4,"Image4","Image4",5,4,5,5
"1283","A33WJD4Q613HRJ",54519,2022-08-19 18:23:29,2022-08-19 18:29:39,100,370,"1",2022-08-19 18:29:39,"R_5nZHKvXzNUTv74R","EN",0.899999976158142,"44792",4,"2",4,4,4,4,4,5,4,4,4,4,4,"King Kong",39,1,2,5,"Image2","Image2",4,5,4,4
"1284","A1MT4FMXL4WRAF",43035,2022-08-19 18:24:00,2022-08-19 18:26:39,100,158,"1",2022-08-19 18:26:40,"R_28Y7N57UOl2CXfn","EN",1,"44792",4,"1,2",2,4,4,4,2,4,4,4,4,4,4,"happy",39,1,2,4,"Image3","Image3",4,4,4,4
"1285","A3KNPG2O3HFKQT",78845,2022-08-19 18:24:41,2022-08-19 18:31:40,100,419,"1",2022-08-19 18:31:40,"R_3m3kWr62gijpuem","EN",1,"44792",1,"2",1,2,1,2,4,4,4,1,4,1,2,"nature",43,3,2,5,"Image1","Image1",4,4,2,1
"1286","A3U7XY8TCVPRLG",36819,2022-08-19 18:24:42,2022-08-19 18:28:48,100,245,"1",2022-08-19 18:28:48,"R_cBa2v1sQkGsEjAZ","EN",0.400000005960464,"44792",4,"1,2,3,5",4,5,5,4,4,2,4,5,4,4,4,"lovely",23,1,2,4,"Image1","Image1",4,2,4,5
"1287","A1XWXMST0UBT7W",31120,2022-08-19 18:25:00,2022-08-19 18:27:16,100,136,"1",2022-08-19 18:27:17,"R_1jTIoF0qPRcHyGN","EN",1,"44792",2,"1,2,3,5",2,3,3,1,4,2,4,1,4,1,3,"Wildlife",22,1,1,2,"Image2","Image2",4,2,1,1
"1288","A3KDMC110M7XDI",13269,2022-08-19 18:25:01,2022-08-19 18:28:13,100,192,"1",2022-08-19 18:28:13,"R_3oEJsETpkSCyfAm","EN",1,"44792",2,"3",1,2,4,2,2,4,4,4,5,5,4,"cute",25,2,1,3,"Image4","Image4",4,4,2,4
"1289","A2BEI6YN39AB93",36915,2022-08-19 18:25:19,2022-08-19 18:39:45,100,865,"1",2022-08-19 18:39:45,"R_1NlU3W19xCTsgR1","EN",0.699999988079071,"44782",3,"1,2,3,4,5",4,5,5,4,4,3,4,5,4,4,4,"Nature",35,1,1,4,"Image1","Image1",4,3,4,5
"1290","A2QD48WPH05Z6U",24488,2022-08-19 18:25:49,2022-08-19 18:30:36,100,287,"1",2022-08-19 18:30:37,"R_2zw13ntQ394tzHR","EN",0.899999976158142,"44792",2,"1",3,4,3,1,4,2,5,1,5,4,4,"gorilla",67,1,2,3,"Image2","Image2",5,2,1,1
"1291","AR8WYVS06UUYG",58928,2022-08-19 18:25:52,2022-08-19 18:31:59,100,366,"1",2022-08-19 18:31:59,"R_31ngpjVMAiFNy38","EN",1,"44792",4,"1,2,5",4,4,4,4,4,4,4,4,4,4,4,"Joyfulness",35,1,1,4,"Image2","Image2",4,4,4,4
"1292","A32V5D6RO4TYRL",53008,2022-08-19 18:26:12,2022-08-19 18:29:11,100,178,"1",2022-08-19 18:29:11,"R_9uDl8PR3xBqhsR3","EN",0.899999976158142,"44792",1,"1,3,5",4,5,3,1,4,4,4,1,5,3,3,"Cute",33,2,5,5,"Image4","Image4",4,4,1,1
"1293","A1OKFYVJTEK4BI",10732,2022-08-19 18:26:24,2022-08-19 18:32:09,100,345,"1",2022-08-19 18:32:10,"R_3IWhw4rySOcJOIa","EN",0.800000011920929,"44792",1,"1,2",5,5,3,1,5,3,3,1,5,5,5,"magnificent",65,1,1,5,"Image1","Image1",3,3,1,1
"1294","A37XVDX739CS8H",38558,2022-08-19 18:26:33,2022-08-19 18:35:09,100,516,"1",2022-08-19 18:35:09,"R_3G6V4wm54U5RXi5","EN",1,"44792",4,"1,2,3",2,4,4,4,4,4,4,4,5,4,4,"good",60,1,1,2,"Image4","Image4",4,4,4,4
"1295","ACBK30I7R42NI",68764,2022-08-19 18:26:38,2022-08-19 18:36:32,100,593,"1",2022-08-19 18:36:32,"R_2RaVVQ1nU6TZS4b","EN",0.899999976158142,"44792",5,"2",4,5,5,1,5,5,5,1,5,4,5,"wildlife",48,5,2,5,"Image2","Image2",5,5,1,1
"1296","A3TI4G63J6VCKV",16945,2022-08-19 18:27:04,2022-08-19 18:29:34,100,150,"1",2022-08-19 18:29:35,"R_AmIfODES8dre2Vb","EN",1,"44792",4,"1,2",4,4,4,4,4,4,4,4,4,4,4,"happy",38,1,1,4,"Image3","Image3",4,4,4,4
"1297","A3TNXV9XZ3BQCP",63254,2022-08-19 18:27:14,2022-08-19 18:30:41,100,206,"1",2022-08-19 18:30:41,"R_1llrIWPOl3Yjuqt","EN",0.899999976158142,"44792",1,"1,2,3",4,3,3,1,1,2,4,1,5,4,4,"Young",53,1,1,4,"Image3","Image3",4,2,1,1
"1298","AE1X9G3C2RZNR",69163,2022-08-19 18:28:17,2022-08-19 18:35:43,100,446,"1",2022-08-19 18:35:43,"R_3NOpPaagPHWHOwk","EN",0.899999976158142,"44792",4,"1,2,3,5",3,4,5,4,3,5,4,2,5,4,4,"Impressive",38,1,2,5,"Image2","Image2",4,5,4,2
"1299","ABLZE51NE44U8",83237,2022-08-19 18:28:19,2022-08-19 18:36:57,100,517,"1",2022-08-19 18:36:57,"R_3EHeMlWaqVC0zMK","EN",0.699999988079071,"44792",4,"1,2,3",4,4,4,4,4,4,4,2,4,4,4,"wonderful",40,1,2,4,"Image3","Image3",4,4,4,2
"1300","A3W0YG37BSZYJF",35548,2022-08-19 18:28:23,2022-08-19 18:31:51,100,208,"1",2022-08-19 18:31:52,"R_3PmLJroVjAt0Xvk","EN",1,"44792",4,"1,2",4,4,4,4,4,5,4,4,4,4,4,"love",21,1,2,4,"Image1","Image1",4,5,4,4
"1301","A1Y7SUOJIVLR4E",85501,2022-08-19 18:29:02,2022-08-19 18:36:53,100,471,"1",2022-08-19 18:36:53,"R_2xVLnSs5FwQRVrY","EN",1,"44792",1,"1,2,3,5",2,4,1,1,5,5,4,1,4,3,2,"nervous",28,5,2,4,"Image2","Image2",4,5,1,1
"1302","A1153ZIEQX0ZJ8",80106,2022-08-19 18:29:28,2022-08-19 18:32:19,100,170,"1",2022-08-19 18:32:19,"R_1LcljH6XOVAdKqs","EN",1,"44792",3,"1,2,3,4",3,4,4,1,3,2,5,1,5,3,5,"compassion",32,5,1,4,"Image4","Image4",5,2,1,1
"1303","A318574M8Q965P",60152,2022-08-19 18:29:31,2022-08-19 18:37:40,100,488,"1",2022-08-19 18:37:40,"R_28LF9qm5MGTpqwH","EN",1,"44792",1,"1,2,3,5",4,4,4,1,5,1,4,1,5,5,4,"Jane Goodall",53,1,2,5,"Image1","Image1",4,1,1,1
"1304","A272OOEOW5UFPG",86228,2022-08-19 18:30:00,2022-08-19 18:39:27,100,567,"1",2022-08-19 18:39:28,"R_1NwabnfazjNDMlS","EN",1,"44792",5,"1,2,3",5,4,5,2,5,5,5,2,5,5,5,"AMAZING FEATURES",35,4,2,4,"Image1","Image1",5,5,2,2
"1305","A1P5ON29FX4THB",60757,2022-08-19 18:30:24,2022-08-19 18:45:14,100,890,"1",2022-08-19 18:45:14,"R_1rcEeLwUTDvNHKI","EN",0.899999976158142,"44792",4,"1,2,3,4,5",4,4,2,4,4,5,4,2,4,4,4,"like",32,1,1,4,"Image1","Image1",4,5,4,2
"1306","A32E6M71SVTGY6",26959,2022-08-19 18:30:46,2022-08-19 18:40:05,100,559,"1",2022-08-19 18:40:06,"R_5iqKzAjDledBnep","EN",0.899999976158142,"44792",1,"1,2,5",2,2,2,2,4,2,5,2,5,4,4,"lemur",31,1,2,2,"Image3","Image3",5,2,2,2
"1307","A28GTTYUMIHAHS",85810,2022-08-19 18:30:56,2022-08-19 18:55:44,100,1488,"1",2022-08-19 18:55:45,"R_PLN26SXezYbkDeN","EN",1,"44792",5,"1,2,3,5",5,4,5,4,2,4,4,4,4,4,4,"Smart",25,1,2,4,"Image2","Image2",4,4,4,4
"1308","A3P41RSRH1F3PA",64892,2022-08-19 18:31:05,2022-08-19 18:37:43,100,398,"1",2022-08-19 18:37:44,"R_2wSOeNTA1m2nPLB","EN",1,"44792",4,"1,2,3",4,2,4,2,2,2,4,2,2,4,4,"observed",66,1,2,4,"Image2","Image2",4,2,2,2
"1309","A2465N9MJL69UL",45416,2022-08-19 18:31:30,2022-08-19 18:39:10,100,459,"1",2022-08-19 18:39:10,"R_2e40BQWlhn72vZ4","EN",1,"44792",4,"1,2,3",4,4,4,4,4,4,2,4,5,5,4,"nice",35,4,1,4,"Image3","Image3",2,4,4,4
"1310","A3NG205QJ48IM4",97231,2022-08-19 18:31:47,2022-08-19 18:38:07,100,380,"1",2022-08-19 18:38:08,"R_ZrT6QmMjMgkNQXL","EN",0.899999976158142,"44792",5,"1",4,5,3,1,3,2,4,1,5,4,5,"respect",68,1,2,3,"Image2","Image2",4,2,1,1
"1311","A25F4VG7W3BTWV",48566,2022-08-19 18:32:59,2022-08-19 18:36:27,100,208,"1",2022-08-19 18:36:28,"R_2zvTCzRxwv4B2xz","EN",0.899999976158142,"44792",2,"1,2,5",4,3,4,2,4,2,4,2,5,4,4,"Wilidlife",46,2,2,3,"Image4","Image4",4,2,2,2
"1312","A2YOF4SZZDY176",50582,2022-08-19 18:33:11,2022-08-19 18:38:42,100,330,"1",2022-08-19 18:38:42,"R_RRhmEtqz0SNrDVv","EN",0.899999976158142,"44792",2,"1,2,3",4,4,4,1,4,1,2,1,5,4,4,"fake",50,1,2,4,"Image2","Image2",2,1,1,1
"1313","A3EM5SJYGZNFTG",32692,2022-08-19 18:34:14,2022-08-19 18:38:58,100,284,"1",2022-08-19 18:38:58,"R_1hzlULU9DvQLoeK","EN",0.899999976158142,"44792",2,"1,2",3,4,2,2,4,2,3,2,4,2,2,"cute",42,1,2,4,"Image3","Image3",3,2,2,2
"1314","A10LW4NJ6ELWBX",38658,2022-08-19 18:34:31,2022-08-19 18:49:19,100,887,"1",2022-08-19 18:49:19,"R_spnAeYzBrDldELT","EN",1,"44792",5,"1,2,3,4,5",2,5,4,2,2,5,5,4,4,5,2,"nice",32,1,2,4,"Image1","Image1",5,5,2,4
"1315","A3ISRZC9K01AMZ",26173,2022-08-19 18:35:17,2022-08-19 18:40:36,100,318,"1",2022-08-19 18:40:36,"R_2YV5b5kU0NHo7uI","EN",0.899999976158142,"44792",1,"2,3",2,5,2,1,2,1,3,1,5,5,4,"Fear",60,6,1,4,"Image1","Image1",3,1,1,1
"1316","A1KNTK33AF4IJY",26173,2022-08-19 18:35:17,2022-08-19 18:40:36,100,318,"1",2022-08-19 18:40:36,"R_2YV5b5kU0NHo7uI","EN",0.899999976158142,"44792",1,"2,3",2,5,2,1,2,1,3,1,5,5,4,"Fear",60,6,1,4,"Image1","Image1",3,1,1,1
"1317","AW87V36Z1QTNQ",87114,2022-08-19 18:35:55,2022-08-19 18:52:07,100,972,"1",2022-08-19 18:52:08,"R_2RWjlEzwgDYBleK","EN",1,"44792",2,"1,2,3",4,4,4,2,5,4,4,4,5,5,5,"cute",28,1,1,4,"Image4","Image4",4,4,2,4
"1318","A1K581IY10MNC0",60224,2022-08-19 18:37:53,2022-08-19 18:46:42,100,529,"1",2022-08-19 18:46:43,"R_295P4FLxmzyVMvX","EN",0.899999976158142,"44792",4,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,"connection",45,5,1,4,"Image1","Image1",4,4,4,4
"1319","A2WZ943D4XXZIU",79525,2022-08-19 18:37:54,2022-08-19 18:46:03,100,488,"1",2022-08-19 18:46:03,"R_O3cvgSE3CwwzUvT","EN",0.899999976158142,"44792",4,"1,2,3",4,4,4,2,4,4,4,2,4,4,4,"amazing",30,1,2,4,"Image4","Image4",4,4,2,2
"1320","A3KPNQGV1DGJD5",40867,2022-08-19 18:38:33,2022-08-19 18:41:19,100,166,"1",2022-08-19 18:41:19,"R_1Os0A1ay9mkDuxZ","EN",0.800000011920929,"44792",1,"1",3,3,1,1,3,1,2,1,3,1,1,"critter",42,1,1,3,"Image3","Image3",2,1,1,1
"1321","A2251X4Z0421VE",65829,2022-08-19 18:39:19,2022-08-19 18:42:44,100,204,"1",2022-08-19 18:42:44,"R_1rv9BabYC19v7LN","EN",0.899999976158142,"44792",1,"1,3",2,2,4,2,4,3,3,2,5,3,4,"cute",49,1,1,3,"Image4","Image4",3,3,2,2
"1322","A3FYDBYFQMVEEU",65829,2022-08-19 18:39:19,2022-08-19 18:42:44,100,204,"1",2022-08-19 18:42:44,"R_1rv9BabYC19v7LN","EN",0.899999976158142,"44792",1,"1,3",2,2,4,2,4,3,3,2,5,3,4,"cute",49,1,1,3,"Image4","Image4",3,3,2,2
"1323","A1BD1KTCRJ9O9N",20636,2022-08-19 18:40:12,2022-08-19 18:44:25,100,252,"1",2022-08-19 18:44:25,"R_2RWauTrLQduHtCj","EN",0.899999976158142,"44792",2,"1,2,3,5",2,5,5,1,2,1,5,1,5,4,5,"Gorilla",28,1,2,2,"Image2","Image2",5,1,1,1
"1324","A1BC8AVNVIK2S5",78022,2022-08-19 18:40:18,2022-08-19 18:49:15,100,537,"1",2022-08-19 18:49:16,"R_NVjpqtxE1OXS7yF","EN",0.899999976158142,"44792",1,"2,3,5",4,4,4,2,4,4,2,2,5,5,5,"Gorilla",44,1,1,4,"Image1","Image1",2,4,2,2
"1325","AVDLC660FIOYY",47610,2022-08-19 18:40:43,2022-08-19 18:51:16,100,633,"1",2022-08-19 18:51:17,"R_1imr0pXsSoJFGX8","EN",0.400000005960464,"44792",4,"1,5",4,2,4,3,4,4,5,4,5,4,5,"nice",44,3,1,4,"Image4","Image4",5,4,3,4
"1326","A1XVNWOWUMXGVA",58183,2022-08-19 18:41:24,2022-08-19 18:44:17,100,172,"1",2022-08-19 18:44:17,"R_yUYOQNVldtbn5GF","EN",0.899999976158142,"44792",2,"2,3,5",2,3,3,1,4,4,3,1,3,3,3,"Indifferent",23,7,1,6,"Image1","Image1",3,4,1,1
"1327","A1L8ERUX8LJG6K",46311,2022-08-19 18:41:53,2022-08-19 18:47:19,100,326,"1",2022-08-19 18:47:20,"R_byGT9bADOhli0Zr","EN",0.800000011920929,"44792",4,"1",3,4,4,1,2,3,4,1,5,2,4,"intelligence",48,7,2,4,"Image2","Image2",4,3,1,1
"1328","A2M2U7XUBA4CAN",31365,2022-08-19 18:42:02,2022-08-19 18:45:10,100,188,"1",2022-08-19 18:45:11,"R_3qkRCqJnsBZwN7C","EN",1,"44792",1,"1,3",1,4,1,1,3,1,1,1,3,3,3,"It has large eyes",40,5,1,2,"Image3","Image3",1,1,1,1
"1329","AXHLGLS40GS7Y",31571,2022-08-19 18:43:02,2022-08-19 18:51:09,100,487,"1",2022-08-19 18:51:10,"R_uqwZWYQMnL4Nnvb","EN",1,"44792",1,"1,2,5",2,3,4,3,3,2,4,2,4,4,4,"adorable",22,6,2,2,"Image4","Image4",4,2,3,2
"1330","AHF0I035D5WYQ",23426,2022-08-19 18:43:07,2022-08-19 18:47:13,100,245,"1",2022-08-19 18:47:14,"R_3nUlaTkKR60PQqT","EN",0.699999988079071,"44792",2,"6",2,4,3,2,4,4,4,2,4,3,4,"Gorilla",27,1,1,4,"Image1","Image1",4,4,2,2
"1331","A19V3A2N7GWL77",17854,2022-08-19 18:43:28,2022-08-19 18:49:16,100,348,"1",2022-08-19 18:49:17,"R_OCNBIHsFWgOzuZX","EN",0.800000011920929,"44792",5,"1,2,3,5",4,5,5,1,5,2,5,1,5,5,4,"Amazing",50,1,2,4,"Image2","Image2",5,2,1,1
"1332","A3DMBQU1CJUW2U",74047,2022-08-19 18:43:28,2022-08-19 18:48:41,100,313,"1",2022-08-19 18:48:42,"R_1K0I3R5FmsBBNi8","EN",0.800000011920929,"44792",5,"1,2,3",5,5,4,5,5,4,5,4,4,5,5,"i like this post",43,1,2,5,"Image4","Image4",5,4,5,4
"1333","A1JK5Q9YS03OZ6",46378,2022-08-19 18:44:03,2022-08-19 18:58:10,100,847,"1",2022-08-19 18:58:10,"R_0Nz8PgmpywYePTj","EN",0.899999976158142,"44792",4,"1,2,3",4,2,5,4,4,4,4,4,4,4,4,"MOUNTAIN GORILLA",35,2,2,4,"Image2","Image2",4,4,4,4
"1334","A7PZ72QCZNG49",93618,2022-08-19 18:44:04,2022-08-19 18:47:59,100,235,"1",2022-08-19 18:48:00,"R_vuiPzEXjXVSuZ45","EN",1,"44792",5,"1,2,3",4,5,5,5,5,5,4,4,5,4,4,"subject to monkey",51,1,1,5,"Image3","Image3",4,5,5,4
"1335","A36IB78C6MVA3",27241,2022-08-19 18:45:45,2022-08-19 18:53:03,100,437,"1",2022-08-19 18:53:04,"R_Uo8mRbv7tXamVdD","EN",0.899999976158142,"44792",5,"2",4,5,4,5,4,5,5,5,4,4,5,"protection",44,1,2,4,"Image3","Image3",5,5,5,5
"1336","AOXNW56EL8HX7",42614,2022-08-19 18:48:24,2022-08-19 18:54:01,100,337,"1",2022-08-19 18:54:02,"R_2B598PS0PSRQVOo","EN",0.899999976158142,"44792",5,"2",5,4,4,4,5,3,4,2,4,4,4,"wildlife of animal",25,4,2,4,"Image1","Image1",4,3,4,2
"1337","A23BAVKPFDIBJM",41498,2022-08-19 18:48:33,2022-08-19 18:52:34,100,240,"1",2022-08-19 18:52:34,"R_3O1X9mw4dIX8H2t","EN",1,"44792",4,"1,2,3",4,4,4,1,5,4,4,2,5,3,4,"wildlife",25,1,1,5,"Image2","Image2",4,4,1,2
"1338","ASGTO34Q69GBO",60994,2022-08-19 18:49:23,2022-08-19 19:03:09,100,825,"1",2022-08-19 19:03:09,"R_BP4YYoa2hU860F3","EN",1,"44792",5,"1,2,3",2,5,2,5,1,5,4,5,5,5,5,"gorilla",32,1,1,4,"Image1","Image1",4,5,5,5
"1339","A2T4QOZGI3CYYP",68638,2022-08-19 18:50:42,2022-08-19 18:54:56,100,254,"1",2022-08-19 18:54:57,"R_1LtEafG9Nbk9GaX","EN",1,"44792",5,"1,2,3",4,5,4,5,5,5,5,5,5,5,4,"energetic",42,1,2,4,"Image3","Image3",5,5,5,5
"1340","ADTSPFHY8NE5L",92708,2022-08-19 18:50:59,2022-08-19 18:54:10,100,190,"1",2022-08-19 18:54:10,"R_2w5D71P1HQx3E4B","EN",0.899999976158142,"44792",5,"1,2,3",5,5,4,5,5,5,4,5,5,5,5,"I like this post",42,1,2,5,"Image4","Image4",4,5,5,5
"1341","A2FAWL28D6E07C",15735,2022-08-19 18:52:06,2022-08-19 19:21:45,100,1779,"1",2022-08-19 19:21:46,"R_TmWpsUH7nfuNGBH","EN",0.899999976158142,"06/30/1878",4,"1,2,3",4,4,4,4,2,4,4,4,4,4,5,"very real photo",39,4,1,4,"Image1","Image1",4,4,4,4
"1342","A3N5E6HZDBRFNC",11546,2022-08-19 18:52:30,2022-08-19 18:57:05,100,275,"1",2022-08-19 18:57:05,"R_3I9vjQnBt4RK0w1","EN",0.699999988079071,"44792",2,"1,2",4,4,4,4,4,3,5,4,4,5,3,"god's creation",32,1,2,4,"Image2","Image2",5,3,4,4
"1343","A1SD4SHI6TU7FX",96308,2022-08-19 18:53:02,2022-08-19 18:58:31,100,328,"1",2022-08-19 18:58:32,"R_2WA7YNUYtGkNXJJ","EN",0.899999976158142,"44792",4,"2",4,4,4,4,4,4,4,4,4,3,4,"mountain gorilla",40,1,2,5,"Image1","Image1",4,4,4,4
"1344","A3B2YRSMSC2J3T",48168,2022-08-19 18:53:24,2022-08-19 18:58:53,100,328,"1",2022-08-19 18:58:53,"R_1pQc6wtKLsVNsbY","EN",1,"44792",4,"2",4,3,5,4,4,4,5,4,5,4,5,"conservation",58,4,2,4,"Image3","Image3",5,4,4,4
"1345","A1ZT0TLZZTT47M",94046,2022-08-19 18:53:35,2022-08-19 18:58:25,100,290,"1",2022-08-19 18:58:25,"R_vwWM82xlr1equk1","EN",1,"44792",1,"1,2,3",4,3,3,2,2,4,4,2,5,4,3,"cute",61,1,1,5,"Image4","Image4",4,4,2,2
"1346","A2HUWXLMG2I4BI",75724,2022-08-19 18:53:56,2022-08-19 19:11:58,100,1081,"1",2022-08-19 19:11:58,"R_2DZEbsfDFG0l1bF","EN",0.899999976158142,"44792",4,"1",3,4,3,1,4,4,5,1,5,4,3,"beautiful",78,1,2,2,"Image2","Image2",5,4,1,1
"1347","AZ1V9F2E5ETXY",79182,2022-08-19 18:54:16,2022-08-19 19:14:19,100,1202,"1",2022-08-19 19:14:19,"R_1EYbLuUKI35Kuah","EN",1,"44792",4,"2",4,3,4,4,4,4,4,4,4,4,4,"I FEEL COMFORT",31,4,2,4,"Image3","Image3",4,4,4,4
"1348","AIF0Z30PPNINF",79182,2022-08-19 18:54:16,2022-08-19 19:14:19,100,1202,"1",2022-08-19 19:14:19,"R_1EYbLuUKI35Kuah","EN",1,"44792",4,"2",4,3,4,4,4,4,4,4,4,4,4,"I FEEL COMFORT",31,4,2,4,"Image3","Image3",4,4,4,4
"1349","AKX5RHHO8BIUX",20129,2022-08-19 18:54:40,2022-08-19 19:02:38,100,477,"1",2022-08-19 19:02:38,"R_11bxLFdo4NlEJky","EN",1,"44792",1,"1,3",2,5,4,1,5,2,4,1,5,2,4,"amazing",61,1,1,4,"Image2","Image2",4,2,1,1
"1350","A35D1C63QSSJU4",22911,2022-08-19 18:56:22,2022-08-19 19:25:29,100,1747,"1",2022-08-19 19:25:30,"R_1DnH6jO8jhDLnqJ","EN",0.800000011920929,"44792",4,"2",4,5,5,4,5,5,5,4,5,4,4,"zoophilist",29,5,1,5,"Image3","Image3",5,5,4,4
"1351","A2G3JPPC4X3CW7",12850,2022-08-19 18:56:47,2022-08-19 19:01:56,100,308,"1",2022-08-19 19:01:57,"R_cRMkh4nclXsi2qt","EN",0.899999976158142,"44792",4,"2,3",4,4,4,4,4,4,4,4,4,4,4,"AMAZING",26,4,2,4,"Image4","Image4",4,4,4,4
"1352","A5I95P3OB2P1Z",97003,2022-08-19 18:57:10,2022-08-19 19:12:59,100,948,"1",2022-08-19 19:12:59,"R_3GrHjZJU3U9cONh","EN",0.400000005960464,"44792",4,"3",5,4,5,5,5,4,4,5,4,5,5,"yes",31,4,2,4,"Image3","Image3",4,4,5,5
