WorkerId,Random.ID,Start.Date,End.Date,Progress,Duration..in.seconds.,Finished,Recorded.Date,Response.ID,User.Language,Q_RecaptchaScore,Click.to.write.the.question.text...Date,X...I.believe.I.have.encountered.this.animal.species.in.the.real.world.,Which.social.media.do.you.have.use..select.all.that.apply..,X...I.am.knowledgeable.about.wildlife.and.or.habitat.conservation.,X...This.animal.is.an.endangered.species.,X...After.seeing.this.post..I.am.more.likely.to.support.wildlife.conservation.and.or.research.,X...This.animal.would.make.a.good.pet.,X...I.believe.I.have.encountered.this.animal.species.online.,X...I.would.seek.out.an.experience.to.personally.interact.with.this.animal.,X...This.post.depicts.wildlife.research.,X...I.would.like.to.have.this.animal.as.a.pet.,X...I.think.wildlife.conservation.is.important.,X...I.actively.support.or.participate.in.wildlife.and.or.habitat.conservation.,X...After.seeing.this.post..I.would.like.to.see.more.images.like.this.,To.see.the.post.again..use.your.mouse.to.click.on.the..Back..button.....What.one.word.comes.to.mind.when.you.see.this.post.,What.is.your.age.,Please.specify.your.ethnicity.,To.which.gender.identity.do.you.most.identify.,What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..what.is.your.highest.degree.received.,Treatment.shown
A3RNDWQ8FN4R58,21198,8/19/2022 21:24,8/19/2022 21:32,100,507,1,8/19/2022 21:32,R_sGWZnBmhgUj9o77,EN,1,8/19/2022,4,"1,2,3,4,5",4,3,3,5,4,4,4,5,4,3,4,cute little monkey very cute,32,3,1,4,Image3
AJTN99E5GFNCF,92414,8/19/2022 21:24,8/19/2022 21:30,100,353,1,8/19/2022 21:30,R_2ylbfloQRYEwEdt,EN,0.899999976,8/19/2022,5,"1,2,3,4,5",5,5,2,5,5,5,4,5,5,5,5,yes,35,3,1,4,Image4
A23KN28L2Q53XK,52791,8/19/2022 21:24,8/19/2022 21:36,100,695,1,8/19/2022 21:36,R_1C45JxoSOinglbu,EN,0.899999976,8/19/2022,4,"1,2,5",4,4,4,5,4,5,4,4,4,4,4,childbaby,23,1,1,4,Image3
A5R4MWO6LTWZO,44079,8/19/2022 21:25,8/19/2022 21:32,100,363,1,8/19/2022 21:32,R_5u9IdAHkaEcvrnX,EN,0.899999976,8/19/2022,4,"1,2,3",2,3,3,2,4,1,4,1,4,4,3,Calm,65,1,2,3,Image2
A2W9IRWNCN1803,38895,8/19/2022 21:25,8/19/2022 21:41,100,925,1,8/19/2022 21:41,R_2WwGgsMcCMJ4SrB,EN,1,8/19/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,SO GOOD,44,1,1,5,Image3
A2Z93WWW32EJHL,37985,8/19/2022 21:26,8/19/2022 21:51,100,1523,1,8/19/2022 21:51,R_1PUz8u0TU3GtyGr,EN,1,8/19/2022,5,"1,2,3",4,5,5,1,5,5,4,1,4,5,5,THIS POST MUST BE INCREDIBLE ,38,7,2,4,Image2
AHTWQSOY6HTJI,30658,8/19/2022 21:26,8/19/2022 21:32,100,355,1,8/19/2022 21:32,R_vpNEh1ZNI07UoF3,EN,1,8/19/2022,1,1,3,3,3,1,3,3,5,1,5,4,4,Wildlife,53,1,1,4,Image2
A1KCKGMIB4TB2W,13569,8/19/2022 21:27,8/19/2022 21:33,100,373,1,8/19/2022 21:33,R_3iWOf8d1Q4DKCDx,EN,1,8/19/2022,2,"1,2,3",5,4,4,1,5,4,5,2,5,5,5,photoshop,46,1,2,3,Image1
AS8UF78F25PGT,94898,8/19/2022 21:27,8/19/2022 21:35,100,494,1,8/19/2022 21:35,R_1jvKMMvMikabY4s,EN,0.899999976,8/19/2022,4,"2,3",4,4,4,4,4,4,4,4,4,4,4,"come to	dawn on",48,2,2,4,Image1
A198XB9D0UPCL,21265,8/19/2022 21:27,8/19/2022 21:40,100,783,1,8/19/2022 21:40,R_sF49ZdVCSd4IAKd,EN,0.899999976,8/19/2022,4,"1,2,3,5",4,3,4,4,4,4,3,5,5,4,4,cute monkey and that affection for that owner,33,3,1,4,Image3
A3R9VU12Q1IQTW,96224,8/19/2022 21:27,8/19/2022 21:31,100,262,1,8/19/2022 21:31,R_1OVOb6nvq4syAaV,EN,1,8/19/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,5,5,5,4,humanity,62,1,2,4,Image4
A35HQW7759UZ1I,48166,8/19/2022 21:27,8/19/2022 21:34,100,400,1,8/19/2022 21:34,R_2to1aV0GEjHHMt2,EN,0.899999976,8/19/2022,1,"1,4",4,5,3,3,2,4,4,4,5,5,5,Cute,65,1,2,5,Image4
A59AI0N3H79L2,25975,8/19/2022 21:27,8/19/2022 21:37,100,570,1,8/19/2022 21:37,R_1QECYYl5kaWvoGq,EN,1,9/19/2022,2,2,2,2,5,4,2,4,4,4,5,2,5,gorilla,42,1,2,4,Image2
A14P6SH3OKKKZB,90239,8/19/2022 21:27,8/19/2022 21:32,100,256,1,8/19/2022 21:32,R_33xy1ucecCiYJKt,EN,1,8/19/2022,1,"1,3",4,3,4,1,5,4,4,1,5,2,5,Fascinating,24,1,1,4,Image2
ADGRT3GY4AEP2,11229,8/19/2022 21:28,8/19/2022 21:34,100,347,1,8/19/2022 21:34,R_2qr4wGHwZSIC1tW,EN,1,8/19/2022,4,"1,2,3,5",4,5,4,4,4,4,4,4,4,4,4,Sad,25,1,2,4,Image4
A2DWT7TO7DB5GJ,86020,8/19/2022 21:28,8/19/2022 21:35,100,397,1,8/19/2022 21:35,R_232JGcE7KiHaatn,EN,0.899999976,8/19/2022,1,"1,3",2,3,3,1,4,1,2,1,4,4,4,Evolution,55,2,1,4,Image1
A188NBU9R55HFD,23432,8/19/2022 21:28,8/19/2022 21:31,100,143,1,8/19/2022 21:31,R_2uNEaquHJl5J3kC,EN,1,8/19/2022,5,"1,2,3",4,4,5,5,5,5,5,4,5,4,4,COMES,54,2,1,4,Image3
A1ET8KKG22R9SI,70995,8/19/2022 21:29,8/19/2022 21:41,100,724,1,8/19/2022 21:41,R_1qfZB9afvnexF78,EN,0.899999976,8/19/2022,5,"1,2,3",5,5,4,4,5,2,5,4,5,4,4,I'm really love it Animals All animal captured and handled safely,51,3,1,2,Image4
A2QXUO7U70V7HF,37384,8/19/2022 21:29,8/19/2022 21:37,100,511,1,8/19/2022 21:37,R_aY7nwloZ0eJyffz,EN,0.699999988,8/19/2022,2,"1,2,3,4,5",2,1,4,4,2,4,4,3,4,2,5,I think This animal is not kind of dangerous,48,1,2,4,Image3
A1US0F7CIKPTSB,98137,8/19/2022 21:29,8/19/2022 21:32,100,175,1,8/19/2022 21:32,R_AA5ZFx2svzY6Qbn,EN,0.899999976,8/19/2022,5,"1,2,4,5",4,5,4,4,4,5,5,4,5,5,5,YES,46,3,1,4,Image1
A1G0LSVKXAR28,70164,8/19/2022 21:29,8/19/2022 21:33,100,249,1,8/19/2022 21:33,R_2s1qhyuJfIQ1k3g,EN,0.899999976,8/19/2022,4,"2,3,5",5,5,5,5,5,5,5,4,5,5,5,Wildlife,32,1,2,4,Image2
A3II1DW3N2EVVN,58653,8/19/2022 21:30,8/19/2022 21:40,100,602,1,8/19/2022 21:40,R_1rqqHIrhLIV3HJe,EN,0.899999976,8/19/2022,3,"1,2,3,5",4,4,5,4,4,4,5,5,5,5,5,HE LOOKS VERY CONCERN ABOUT GORILLAS,50,1,1,5,Image2
A1K9BTDFWZCP56,72853,8/19/2022 21:30,8/19/2022 21:38,100,499,1,8/19/2022 21:38,R_2UWKdQHyXCsjLXK,EN,0.899999976,8/19/2022,4,"1,2",4,4,4,4,4,5,4,5,5,4,4,very nice,36,1,2,4,Image2
A7LY7R7ZBO3WT,40198,8/19/2022 21:30,8/19/2022 21:34,100,268,1,8/19/2022 21:34,R_28BOzJS11gE6nXy,EN,0.899999976,8/19/2022,3,6,3,3,4,1,3,2,5,1,5,3,2,science,35,1,1,2,Image2
A3TQSHAQXPIH82,25515,8/19/2022 21:30,8/19/2022 21:35,100,311,1,8/19/2022 21:35,R_TtmvpxpCcx6aaL7,EN,1,8/19/2022,5,"1,2,3",5,5,5,4,5,5,4,5,5,4,5,Gorilla is a very helpful pet,25,1,2,4,Image1
A1VFY40VFZSA91,63689,8/19/2022 21:30,8/19/2022 21:34,100,206,1,8/19/2022 21:34,R_Rw3EJqocqNiXl29,EN,0.899999976,8/19/2022,2,"1,2",4,4,4,5,5,4,3,4,5,5,4,its very nice,42,1,1,4,Image4
A3MLV039E4V5FM,29173,8/19/2022 21:32,8/19/2022 21:37,100,272,1,8/19/2022 21:37,R_3e9WyYu2kmMkUJM,EN,0.899999976,8/19/2022,4,2,4,4,4,4,4,4,4,3,3,4,4,this picture is nice,47,1,1,4,Image4
A2R99OKTW7QVER,29173,8/19/2022 21:32,8/19/2022 21:37,100,272,1,8/19/2022 21:37,R_3e9WyYu2kmMkUJM,EN,0.899999976,8/19/2022,4,2,4,4,4,4,4,4,4,3,3,4,4,this picture is nice,47,1,1,4,Image4
ASNMT3I94HZ44,35334,8/19/2022 21:33,8/19/2022 21:36,100,136,1,8/19/2022 21:36,R_1JFr5IsooGr95eE,EN,1,8/19/2022,1,"1,2,3,5",2,4,3,2,1,3,5,1,3,1,3,malnourished,28,1,1,4,Image3
A2V8S6SKSE8TLE,57929,8/19/2022 21:33,8/19/2022 21:37,100,189,1,8/19/2022 21:37,R_2VkxNBXflDlxUeG,EN,1,8/19/2022,5,"1,2,3,4",4,4,4,5,5,5,4,5,5,4,4,WILDLIFE,40,1,1,5,Image4
AR26ODSNCLJ6W,88379,8/19/2022 21:33,8/19/2022 21:50,100,1012,1,8/19/2022 21:50,R_1EX8So2FL06A4Es,EN,0.899999976,8/19/2022,4,"1,2,3,5",3,3,4,4,3,3,4,4,4,4,4,this animal is very cute and come to my mind is this is monkey,24,1,1,4,Image3
A2MLVYLROZQL7B,52700,8/19/2022 21:33,8/19/2022 21:41,100,424,1,8/19/2022 21:41,R_1LZQWRI3FO60Yxa,EN,0.800000012,8/19/2022,4,2,5,4,4,3,4,5,4,5,5,4,4,LOVE PETS,34,3,1,4,Image3
AKFSNIVJNWGYQ,29504,8/19/2022 21:34,8/19/2022 21:37,100,187,1,8/19/2022 21:37,R_10Ae5YZCEaapwsO,EN,0.899999976,8/19/2022,5,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,yes,35,3,1,4,Image1
A28HB7240OFGEW,89642,8/19/2022 21:34,8/19/2022 21:36,100,144,1,8/19/2022 21:36,R_3Pi4DKD473VYaia,EN,1,8/19/2022,1,"1,2,3",4,3,4,1,5,1,5,1,5,4,4,Gorilla,26,1,1,4,Image1
A22OIBNSC3J5OM,34807,8/19/2022 21:34,8/19/2022 21:37,100,188,1,8/19/2022 21:37,R_31RXlXX0TqUO1dt,EN,0.899999976,8/19/2022,2,2,4,2,4,2,2,1,4,5,1,1,5,its amazing look,32,1,2,4,Image4
AMN46J9VFP8X8,85748,8/19/2022 21:34,8/19/2022 21:37,100,187,1,8/19/2022 21:37,R_XKSqDnZUa0AEenT,EN,0.899999976,8/19/2022,4,2,4,4,4,4,4,4,4,4,4,4,4,research,24,1,1,4,Image3
AZ6DQHW7AFKPP,76012,8/19/2022 21:34,8/19/2022 21:39,100,275,1,8/19/2022 21:39,R_290yFwvVszjyT4D,EN,0.899999976,8/19/2022,5,"1,2,3,4,5",5,4,5,4,4,5,4,2,5,5,4,Life is  Nice,33,3,2,4,Image2
A1SFS4LKQL71T6,75436,8/19/2022 21:35,8/19/2022 21:39,100,233,1,8/19/2022 21:39,R_UxLpli3ay2VMpIB,EN,1,8/19/2022,4,2,4,4,4,4,4,4,4,4,4,4,4,good,28,4,2,4,Image4
AF78STPZ8GUYI,74427,8/19/2022 21:36,8/19/2022 21:42,100,381,1,8/19/2022 21:42,R_2PqgBdXlJP5yntg,EN,0.899999976,8/19/2022,4,"1,2,3,4,5",5,4,4,4,4,4,5,4,4,4,4,gorilla,50,3,2,4,Image1
AN7OOG6LVVQV7,27178,8/19/2022 21:36,8/19/2022 21:39,100,214,1,8/19/2022 21:39,R_3g0c94ddfOyhDM4,EN,1,8/19/2022,4,"1,2,3,5",5,4,4,4,5,5,5,5,4,4,4,gorilla is a very helpful pet,25,1,2,4,Image2
A28SE5INYDUCXB,75830,8/19/2022 21:36,8/19/2022 21:48,100,680,1,8/19/2022 21:48,R_2XimhatmlbhBnbz,EN,0.899999976,8/19/2022,5,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,That animal was very cute,45,4,1,4,Image4
AGW5BGYHIDPUF,66484,8/19/2022 21:36,8/19/2022 21:43,100,400,1,8/19/2022 21:43,R_bIBKtSZaHIyX9jX,EN,0.800000012,8/19/2022,4,"1,2,3",4,5,4,4,4,4,4,5,5,4,5,Research,30,1,2,4,Image3
A3O5SDG9KS6MZ7,59986,8/19/2022 21:36,8/19/2022 21:46,100,549,1,8/19/2022 21:46,R_3386dK9MszH63Jp,EN,0.899999976,8/19/2022,4,"1,2",4,3,4,4,4,4,4,3,4,3,3,animals,38,1,1,4,Image2
A380SLJP8FOHHW,46167,8/19/2022 21:37,8/19/2022 21:44,100,376,1,8/19/2022 21:44,R_31FSAjYY3kigJZY,EN,1,8/19/2022,3,"1,2,3,4,5",3,4,3,3,4,4,3,3,4,3,3,liked,25,1,2,5,Image1
ADKJBYY9Q3VNZ,27107,8/19/2022 21:38,8/19/2022 21:42,100,283,1,8/19/2022 21:42,R_3oF0LhoTVsfx1av,EN,1,8/19/2022,2,"1,2,3,5",2,5,4,1,4,1,4,1,5,5,2,conservation,30,1,1,4,Image4
A2H6NMCP6LDAC6,20735,8/19/2022 21:38,8/19/2022 22:24,100,2766,1,8/19/2022 22:24,R_27e3sDzGz7LA41Z,EN,1,8/19/2022,4,2,4,4,5,2,3,4,4,1,4,5,4,wildlife love,34,1,2,4,Image2
A5CXGJOMAVT6V,48899,8/19/2022 21:38,8/19/2022 21:41,100,204,1,8/19/2022 21:41,R_2P85jXh6phQOSr1,EN,1,8/19/2022,4,"1,2,3,5",4,5,5,4,4,4,4,4,4,5,5,good,25,1,2,5,Image2
AFT9JOHMU11KY,59493,8/19/2022 21:38,8/19/2022 21:42,100,265,1,8/19/2022 21:42,R_1E1bxOSlBDWT7Aj,EN,0.899999976,8/19/2022,4,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,Research,32,1,2,4,Image1
A1BTHEZ4CGM868,83976,8/19/2022 21:38,8/19/2022 21:57,100,1138,1,8/19/2022 21:57,R_3rZm5cj5Ab5AMa1,EN,0.899999976,8/19/2022,4,"1,2,3,4,5",3,3,4,3,4,4,4,2,5,4,3,slender loris,25,1,2,5,Image3
A2CLGYPCKVH59J,79418,8/19/2022 21:38,8/19/2022 21:48,100,588,1,8/19/2022 21:48,R_3ZRKc3mz8fSJLSp,EN,1,8/19/2022,1,"1,3",3,3,2,1,2,4,4,1,5,2,2,friendly,53,1,1,5,Image4
A35ZQMKGASEU12,11807,8/19/2022 21:38,8/19/2022 21:51,100,791,1,8/19/2022 21:51,R_2uNZXCsb5w4tCaE,EN,1,8/19/2022,4,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,Research,32,1,2,4,Image1
A1CYO7FJF2ZTB3,35344,8/19/2022 21:38,8/19/2022 21:42,100,267,1,8/19/2022 21:42,R_DUCF6iHQV56OBep,EN,1,8/19/2022,4,2,3,4,4,4,4,4,4,3,4,4,4,primatoligist,24,1,1,4,Image3
A2G4R0GS677RC2,13891,8/19/2022 21:38,8/19/2022 21:42,100,246,1,8/19/2022 21:42,R_1dLAWtLr1N5cuyF,EN,1,8/19/2022,3,2,4,4,4,3,4,4,4,4,4,4,4,primatoligist,24,1,1,4,Image4
AFNTU5C5A4B9M,32590,8/19/2022 21:38,8/19/2022 21:41,100,160,1,8/19/2022 21:41,R_2dj6poKBbORXA6P,EN,0.899999976,8/19/2022,4,"1,2,3,5",5,5,4,5,4,5,4,5,4,4,5,YES,46,3,1,4,Image1
A159IB38ORXUZG,42015,8/19/2022 21:38,8/19/2022 22:06,100,1689,1,8/19/2022 22:06,R_27EirMHsKeh2xbZ,EN,0.899999976,8/19/2022,4,2,4,4,4,4,4,4,4,4,4,4,4,"come to	dawn on",48,2,2,4,Image4
A7DWCUKKYEENB,25151,8/19/2022 21:38,8/19/2022 21:43,100,267,1,8/19/2022 21:43,R_2zuVYPAlSFQjgnY,EN,0.899999976,8/19/2022,4,2,1,5,5,4,2,2,4,1,2,1,4,ita amazing look,32,1,2,4,Image1
A1BI90XZ0GR5G6,97221,8/19/2022 21:39,8/19/2022 21:48,100,581,1,8/19/2022 21:48,R_27lHGvd577eNY9b,EN,1,8/19/2022,1,1,1,3,3,2,3,1,4,1,5,2,3,Wildlife,47,3,1,1,Image3
A7IENGR75HJIT,61445,8/19/2022 21:39,8/19/2022 21:41,100,139,1,8/19/2022 21:41,R_3kHtRjCULoggaIa,EN,1,8/19/2022,5,"1,2,3,4",5,4,4,5,5,5,5,5,5,5,5,WILDLIFE,40,1,1,5,Image3
AZPU00TY1J6M8,98317,8/19/2022 21:40,8/19/2022 21:43,100,236,1,8/19/2022 21:43,R_3rO5DnoPwfEc5S9,EN,1,8/19/2022,5,"1,2,3,4,5",5,5,5,5,4,5,5,5,5,5,5,hasome,58,2,2,5,Image4
A1W5ME5CLWA7S,90753,8/19/2022 21:40,8/19/2022 21:43,100,166,1,8/19/2022 21:43,R_2rBLHu1eDria0B5,EN,1,8/19/2022,2,"1,2,3",4,4,5,4,5,4,4,4,4,5,4,Research,32,1,1,4,Image2
APQ23ZMDP99G5,57322,8/19/2022 21:40,8/19/2022 21:43,100,190,1,8/19/2022 21:43,R_3GiJ07V7r42NA29,EN,0.800000012,8/19/2022,5,"1,2,3,4,5",5,4,5,4,4,5,4,2,2,5,5,Characteristics of animals,35,3,1,4,Image1
AXMTB3Z1SCJWR,72978,8/19/2022 21:40,8/19/2022 21:43,100,171,1,8/19/2022 21:43,R_3fT4VVAoby5VKUc,EN,1,8/19/2022,5,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,yes,35,3,1,4,Image4
AI63UPJVYB6DI,25557,8/19/2022 21:40,8/19/2022 21:45,100,303,1,8/19/2022 21:45,R_2VvU3aHH1e32icl,EN,0.899999976,8/19/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,good,40,2,1,5,Image3
A1D11FF0K2Z6IR,93741,8/19/2022 21:41,8/19/2022 21:46,100,312,1,8/19/2022 21:46,R_12a9LYMKgPFczHH,EN,0.899999976,8/19/2022,4,"1,2,3",5,4,4,4,4,5,4,4,4,5,4,Research,30,1,2,4,Image2
AIKRB1U3EGMQR,81086,8/19/2022 21:41,8/19/2022 21:46,100,332,1,8/19/2022 21:46,R_3rrUDq6J4iKf1o5,EN,1,8/19/2022,1,"1,2,3",4,4,2,1,2,2,4,1,5,4,2,wildlife,63,1,2,4,Image1
A1ECV1E2NTQJ85,55861,8/19/2022 21:41,8/19/2022 21:47,100,358,1,8/19/2022 21:47,R_2CrWSuZSk2Df9yY,EN,1,8/19/2022,4,"1,2,5",4,4,4,4,4,4,4,4,4,4,4,danger money,23,1,1,4,Image1
A3P1SQOIECZCKB,37177,8/19/2022 21:41,8/19/2022 21:44,100,143,1,8/19/2022 21:44,R_3esI1TsvzDyJE9b,EN,1,8/19/2022,5,"1,2,3,4",5,5,4,5,5,5,5,4,5,5,5,WILDLIFE,40,1,1,5,Image2
A1BXK523GBIY71,27705,8/19/2022 21:42,8/19/2022 21:50,100,494,1,8/19/2022 21:50,R_2y91kPDCZr9RlyK,EN,0.899999976,8/19/2022,5,"1,2,3",5,4,5,5,5,5,4,5,5,5,5,Good post help animals ,32,1,2,4,Image4
A73YME7RH2718,47746,8/19/2022 21:42,8/19/2022 21:48,100,365,1,8/19/2022 21:48,R_2SrDHqW2mNCOvoy,EN,0.800000012,8/19/2022,5,"1,2,3",5,4,5,4,5,5,5,4,5,5,4,Is the word wild animal image as saw that post,61,1,1,5,Image3
A12I6N4LX4MLDK,51482,8/19/2022 21:42,8/19/2022 21:49,100,408,1,8/19/2022 21:49,R_2uIqZ8p1cy3JzU7,EN,0.899999976,8/19/2022,1,"1,2,3,4,5",4,3,5,4,1,4,5,4,4,4,5,I Like Gorillas It is attached to human,25,1,2,5,Image2
A217DANTQBBTW9,19859,8/19/2022 21:43,8/19/2022 22:04,100,1296,1,8/19/2022 22:04,R_2xYkK29JnYqURNr,EN,1,8/19/2022,4,"1,2,3,5",4,4,4,3,4,2,3,4,5,4,4,Mountain Gorilla is quite,24,4,2,4,Image1
A8SOS352J69W7,13206,8/19/2022 21:43,8/19/2022 21:47,100,238,1,8/19/2022 21:47,R_eWAMiA1RTHiRV5f,EN,1,8/18/2022,5,"1,2,3,5",5,4,4,4,4,5,4,4,4,4,4,goods,25,1,2,5,Image4
A1JV2S5C8QHD1B,61830,8/19/2022 21:43,8/19/2022 21:49,100,380,1,8/19/2022 21:49,R_3ly3F8km307ZusD,EN,1,8/19/2022,1,"1,2,3",4,4,5,2,4,4,4,1,5,5,2,sad,44,1,1,2,Image4
AO3PSTU0XHXJ,69760,8/19/2022 21:43,8/19/2022 21:47,100,239,1,8/19/2022 21:47,R_2qqi1siBEuXlv7c,EN,1,8/19/2022,3,2,3,3,3,3,3,3,3,3,3,3,3,pramotaligist,24,1,1,4,Image3
ARKPT0SC3QJ4U,57251,8/19/2022 21:43,8/19/2022 21:47,100,265,1,8/19/2022 21:47,R_2wBOueYlXspTxQA,EN,0.899999976,8/19/2022,1,"1,2,3,4,5",1,2,4,1,4,4,3,1,5,2,5,Cute,27,1,2,4,Image1
A3UTFN22UQAFA1,70392,8/19/2022 21:44,8/19/2022 21:50,100,365,1,8/19/2022 21:50,R_D2BhBY6A35N6xFf,EN,0.899999976,8/19/2022,4,"2,3",4,4,4,4,4,4,4,4,4,4,4,"come to	dawn on",53,2,2,4,Image4
A1RCIOCH1O9FXS,89966,8/19/2022 21:44,8/19/2022 21:48,100,265,1,8/19/2022 21:48,R_2CqAIfI9nfJ3lRP,EN,0.899999976,8/19/2022,2,2,4,1,2,2,2,1,4,1,1,5,4,its amazing look,32,1,2,4,Image2
A2WPBLGDMH0N2E,48189,8/19/2022 21:44,8/19/2022 21:47,100,156,1,8/19/2022 21:47,R_1Iue2VeMTarr6y3,EN,1,8/19/2022,4,"1,2,3,4",4,5,5,5,5,5,5,5,4,5,5,WILDLIFE,40,1,1,5,Image4
AR14U7NX2UVRT,15097,8/19/2022 21:44,8/19/2022 21:51,100,416,1,8/19/2022 21:51,R_2PCq3jtBglSQGmI,EN,1,8/19/2022,3,"1,2,3,5",3,3,3,3,3,3,3,3,3,3,3,like,25,1,2,5,Image2
A1AWHGAQBO77DG,88406,8/19/2022 21:44,8/19/2022 21:48,100,206,1,8/19/2022 21:48,R_1QtrxlED1umCMzj,EN,1,8/19/2022,1,"1,2,3",1,4,3,2,2,2,4,2,5,2,5,Cute,28,1,1,3,Image3
A38CDYAQ00NBGE,13213,8/19/2022 21:45,8/19/2022 21:47,100,160,1,8/19/2022 21:47,R_O2JiavTN6WtwIGl,EN,1,8/19/2022,1,"1,5",1,4,2,1,5,2,4,1,5,1,4,Cute,32,1,2,4,Image1
A3UASP8IPZ67T9,15542,8/19/2022 21:45,8/19/2022 21:47,100,147,1,8/19/2022 21:47,R_3lPtIkna37ScPsy,EN,0.899999976,8/19/2022,4,"1,2,3",4,4,2,4,2,4,5,4,4,4,2,Research,30,1,1,4,Image3
A1024YI1G1YGD6,25630,8/19/2022 21:47,8/19/2022 22:03,99,977,0,8/26/2022 22:03,R_2rpT3kjOHgZdsSR,EN,1,8/19/2022,4,"1,2,3",4,3,5,5,4,5,5,5,5,5,5,very nice picture,38,1,1,2,Image1
A3NRYEZ6FPJ59P,20871,8/19/2022 21:47,8/19/2022 22:01,100,831,1,8/19/2022 22:01,R_1K1sNAOWNeSASH0,EN,1,8/19/2022,5,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,unique,25,1,2,4,Image4
A2ACCNBYP6A7PO,11771,8/19/2022 21:47,8/19/2022 21:51,100,200,1,8/19/2022 21:51,R_2BbtxkXdLFw2U8p,EN,0.899999976,8/19/2022,5,"1,2,3,4",5,4,5,5,4,5,4,4,5,5,5,WILDLIFE,40,1,1,5,Image1
A283OKZWYQIIVY,65858,8/19/2022 21:47,8/19/2022 21:50,100,155,1,8/19/2022 21:50,R_RPu1rWzVjXXa84F,EN,1,8/19/2022,5,"1,2,3,5",4,5,5,5,4,5,4,4,5,5,5,YES,46,3,1,4,Image4
A1OPD2QAX5XK85,20762,8/19/2022 21:47,8/19/2022 22:04,100,994,1,8/19/2022 22:04,R_XjiZQjT5S3xZMch,EN,1,8/19/2022,4,"1,2,3",5,4,4,4,4,4,5,4,4,4,5,Conversation ,30,1,2,4,Image1
A159OU5KA18IVH,75758,8/19/2022 21:47,8/19/2022 21:51,100,243,1,8/19/2022 21:51,R_1IXgNHuCppvU7Jr,EN,1,8/19/2022,4,"1,2,3",2,4,4,4,5,4,4,5,5,4,5,Research,30,1,2,4,Image3
A1L80HFXO934M1,37770,8/19/2022 21:48,8/19/2022 21:53,100,280,1,8/19/2022 21:53,R_3neJSS79oc6Jt4h,EN,0.899999976,8/19/2022,5,"1,2,3",4,4,5,4,5,5,4,4,5,5,4,Unique,30,1,1,4,Image4
A3CP7XLKNJ1YL9,82819,8/19/2022 21:48,8/19/2022 21:53,100,263,1,8/19/2022 21:53,R_1QAg5meGqmzPStm,EN,0.899999976,8/19/2022,4,"1,2,3",5,5,5,5,5,5,4,4,5,5,5,gorillas,33,1,2,5,Image2
A3K2VJL5G822AZ,40134,8/19/2022 21:48,8/19/2022 21:55,99,396,0,8/26/2022 21:55,R_2vcQxtC9qH5TM8q,EN,1,8/19/2022,4,1,5,5,5,4,4,4,4,4,4,4,4,GOOD,36,2,1,2,Image2
A35TZ4YGDSXSEC,79902,8/19/2022 21:49,8/19/2022 22:00,100,644,1,8/19/2022 22:00,R_9F5SEnWKck8TF6x,EN,1,8/19/2022,4,"1,2,3,5",4,2,5,2,4,5,3,2,4,4,4,Caring,26,3,1,4,Image4
A3IGC2CG8SQ8ZE,53174,8/19/2022 21:50,8/19/2022 21:56,100,363,1,8/19/2022 21:56,R_3EQFULIEup7ajrn,EN,0.899999976,8/19/2022,5,"1,2,3,5",4,4,4,4,5,5,4,4,5,4,4,goods,25,1,2,5,Image3
A1LVYEU1MRRDID,39303,8/19/2022 21:50,8/19/2022 21:54,100,276,1,8/19/2022 21:54,R_1n3Il6f40dwfX5F,EN,0.899999976,8/19/2022,1,"2,3,5",3,4,3,1,4,1,4,1,5,4,3,Photoshop,48,1,1,2,Image1
AUKELYOG4B7AW,46855,8/19/2022 21:50,8/19/2022 21:57,100,397,1,8/19/2022 21:57,R_1DFLQOBAsAItGAw,EN,0.899999976,8/19/2022,5,"1,2,3,4,5",5,5,5,4,5,5,5,5,5,5,5,Research,25,1,1,4,Image3
A2H8BGDT5I6TFM,97392,8/19/2022 21:50,8/19/2022 22:03,100,733,1,8/19/2022 22:03,R_1CBxZcqKVhbnA4U,EN,0.899999976,8/19/2022,4,"1,2",4,4,4,4,4,4,4,4,4,4,4,VERY CUTE,26,1,1,4,Image3
AD4YF6SVAHCSS,50912,8/19/2022 21:50,8/19/2022 21:53,100,171,1,8/19/2022 21:53,R_2D7hMrjaippKrUy,EN,0.899999976,8/19/2022,5,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,yes,35,3,1,4,Image2
A2OETAZM3SMWDG,34427,8/19/2022 21:50,8/19/2022 21:54,100,241,1,8/19/2022 21:54,R_uqC2V18oajb1A0F,EN,0.800000012,8/19/2022,5,"1,2,3",4,4,5,5,5,5,4,5,5,4,4,Is the world wild animal images as I saw that post,52,1,1,5,Image3
